"GEO_ID","NAME","B19083_001E","B19083_001M",
"1600000US0602553","Arden-Arcade CDP, California","0.5400","0.0298",
"1600000US0603526","Bakersfield city, California","0.4567","0.0216",
"1600000US0603666","Baldwin Park city, California","0.4489","0.0389",
"1600000US0604982","Bellflower city, California","0.4569","0.0319",
"1600000US0606000","Berkeley city, California","0.5216","0.0232",
"1600000US0608786","Buena Park city, California","0.4182","0.0357",
"1600000US0608954","Burbank city, California","0.4710","0.0264",
"1600000US0610046","Camarillo city, California","0.4432","0.0341",
"1600000US0611194","Carlsbad city, California","0.4367","0.0239",
"1600000US0611390","Carmichael CDP, California","0.5067","0.0376",
"1600000US0611530","Carson city, California","0.3828","0.0227",
"1600000US0613014","Chico city, California","0.4750","0.0264",
"1600000US0613210","Chino city, California","0.4095","0.0433",
"1600000US0613214","Chino Hills city, California","0.3520","0.0258",
"1600000US0613392","Chula Vista city, California","0.4172","0.0340",
"1600000US0613588","Citrus Heights city, California","0.3927","0.0213",
"1600000US0614218","Clovis city, California","0.4155","0.0271",
"1600000US0615044","Compton city, California","0.3914","0.0250",
"1600000US0616000","Concord city, California","0.4138","0.0214",
"1600000US0616350","Corona city, California","0.4327","0.0225",
"1600000US0616532","Costa Mesa city, California","0.4378","0.0276",
"1600000US0617918","Daly City city, California","0.3807","0.0197",
"1600000US0618100","Davis city, California","0.5407","0.0318",
"1600000US0619766","Downey city, California","0.3980","0.0235",
"1600000US0620802","East Los Angeles CDP, California","0.4332","0.0391",
"1600000US0621712","El Cajon city, California","0.4232","0.0230",
"1600000US0622020","Elk Grove city, California","0.3737","0.0188",
"1600000US0622230","El Monte city, California","0.4452","0.0511",
"1600000US0622804","Escondido city, California","0.4421","0.0297",
"1600000US0623182","Fairfield city, California","0.4356","0.0332",
"1600000US0624477","Florence-Graham CDP, California","0.4126","0.0259",
"1600000US0624638","Folsom city, California","0.3866","0.0257",
"1600000US0624680","Fontana city, California","0.3813","0.0227",
"1600000US0626000","Fremont city, California","0.3913","0.0168",
"1600000US0627000","Fresno city, California","0.4777","0.0126",
"1600000US0628000","Fullerton city, California","0.4630","0.0237",
"1600000US0629000","Garden Grove city, California","0.4351","0.0189",
"1600000US0630000","Glendale city, California","0.4939","0.0281",
"1600000US0632548","Hawthorne city, California","0.4653","0.0283",
"1600000US0633000","Hayward city, California","0.3990","0.0188",
"1600000US0633182","Hemet city, California","0.4662","0.0457",
"1600000US0633434","Hesperia city, California","0.4232","0.0337",
"1600000US0636000","Huntington Beach city, California","0.4525","0.0197",
"1600000US0636448","Indio city, California","0.4232","0.0348",
"1600000US0636546","Inglewood city, California","0.4509","0.0295",
"1600000US0636770","Irvine city, California","0.4683","0.0239",
"1600000US0637692","Jurupa Valley city, California","0.3920","0.0216",
"1600000US0639248","Laguna Niguel city, California","0.4755","0.0341",
"1600000US0639496","Lake Forest city, California","0.4183","0.0291",
"1600000US0639892","Lakewood city, California","0.3556","0.0222",
"1600000US0640130","Lancaster city, California","0.4723","0.0224",
"1600000US0641992","Livermore city, California","0.3948","0.0281",
"1600000US0643000","Long Beach city, California","0.4741","0.0132",
"1600000US0644000","Los Angeles city, California","0.5305","0.0062",
"1600000US0644574","Lynwood city, California","0.4029","0.0267",
"1600000US0645484","Manteca city, California","0.4059","0.0247",
"1600000US0646842","Menifee city, California","0.4143","0.0234",
"1600000US0646898","Merced city, California","0.5009","0.0414",
"1600000US0647766","Milpitas city, California","0.4035","0.0324",
"1600000US0648256","Mission Viejo city, California","0.4081","0.0179",
"1600000US0648354","Modesto city, California","0.4399","0.0215",
"1600000US0649270","Moreno Valley city, California","0.3929","0.0201",
"1600000US0649670","Mountain View city, California","0.4539","0.0293",
"1600000US0650076","Murrieta city, California","0.4072","0.0257",
"1600000US0650258","Napa city, California","0.4363","0.0345",
"1600000US0651182","Newport Beach city, California","0.5296","0.0300",
"1600000US0652526","Norwalk city, California","0.3734","0.0280",
"1600000US0653000","Oakland city, California","0.5069","0.0112",
"1600000US0653322","Oceanside city, California","0.4334","0.0206",
"1600000US0653896","Ontario city, California","0.3891","0.0196",
"1600000US0653980","Orange city, California","0.4298","0.0184",
"1600000US0654652","Oxnard city, California","0.3961","0.0159",
"1600000US0655156","Palmdale city, California","0.4357","0.0195",
"1600000US0655282","Palo Alto city, California","0.5172","0.0297",
"1600000US0656000","Pasadena city, California","0.5107","0.0270",
"1600000US0656700","Perris city, California","0.3677","0.0356",
"1600000US0657456","Pittsburg city, California","0.4456","0.0378",
"1600000US0657792","Pleasanton city, California","0.4093","0.0309",
"1600000US0658072","Pomona city, California","0.4210","0.0208",
"1600000US0659444","Rancho Cordova city, California","0.4057","0.0216",
"1600000US0659451","Rancho Cucamonga city, California","0.4035","0.0232",
"1600000US0659920","Redding city, California","0.4602","0.0256",
"1600000US0659962","Redlands city, California","0.4982","0.0708",
"1600000US0660018","Redondo Beach city, California","0.3993","0.0266",
"1600000US0660102","Redwood City city, California","0.4819","0.0312",
"1600000US0660466","Rialto city, California","0.3771","0.0212",
"1600000US0660620","Richmond city, California","0.4628","0.0320",
"1600000US0662000","Riverside city, California","0.4328","0.0195",
"1600000US0662938","Roseville city, California","0.4201","0.0210",
"1600000US0664000","Sacramento city, California","0.4688","0.0132",
"1600000US0664224","Salinas city, California","0.4171","0.0236",
"1600000US0665000","San Bernardino city, California","0.4434","0.0166",
"1600000US0665042","San Buenaventura (Ventura) city, California","0.4336","0.0394",
"1600000US0665084","San Clemente city, California","0.4766","0.0338",
"1600000US0666000","San Diego city, California","0.4711","0.0088",
"1600000US0667000","San Francisco city, California","0.5208","0.0103",
"1600000US0668000","San Jose city, California","0.4539","0.0091",
"1600000US0668084","San Leandro city, California","0.4558","0.0320",
"1600000US0668196","San Marcos city, California","0.4560","0.0322",
"1600000US0668252","San Mateo city, California","0.4469","0.0242",
"1600000US0668378","San Ramon city, California","0.4058","0.0304",
"1600000US0669000","Santa Ana city, California","0.4133","0.0160",
"1600000US0669070","Santa Barbara city, California","0.4825","0.0271",
"1600000US0669084","Santa Clara city, California","0.4069","0.0275",
"1600000US0669088","Santa Clarita city, California","0.3695","0.0149",
"1600000US0669196","Santa Maria city, California","0.3829","0.0225",
"1600000US0670000","Santa Monica city, California","0.5171","0.0289",
"1600000US0670098","Santa Rosa city, California","0.4439","0.0211",
"1600000US0672016","Simi Valley city, California","0.3992","0.0263",
"1600000US0673080","South Gate city, California","0.3939","0.0177",
"1600000US0673262","South San Francisco city, California","0.3843","0.0304",
"1600000US0675000","Stockton city, California","0.4707","0.0326",
"1600000US0677000","Sunnyvale city, California","0.4275","0.0236",
"1600000US0678120","Temecula city, California","0.3825","0.0180",
"1600000US0678582","Thousand Oaks city, California","0.4145","0.0239",
"1600000US0680000","Torrance city, California","0.4453","0.0244",
"1600000US0680238","Tracy city, California","0.3680","0.0231",
"1600000US0680812","Turlock city, California","0.4627","0.0505",
"1600000US0680854","Tustin city, California","0.4606","0.0429",
"1600000US0681204","Union City city, California","0.3788","0.0243",
"1600000US0681344","Upland city, California","0.4526","0.0284",
"1600000US0681554","Vacaville city, California","0.3975","0.0249",
"1600000US0681666","Vallejo city, California","0.4475","0.0227",
"1600000US0682590","Victorville city, California","0.4731","0.0571",
"1600000US0682954","Visalia city, California","0.4299","0.0216",
"1600000US0682996","Vista city, California","0.3893","0.0314",
"1600000US0683346","Walnut Creek city, California","0.4457","0.0253",
"1600000US0684200","West Covina city, California","0.3785","0.0162",
"1600000US0684550","Westminster city, California","0.4799","0.0226",
"1600000US0685292","Whittier city, California","0.4159","0.0212",
"1600000US0686832","Yorba Linda city, California","0.4209","0.0329",
"1600000US0686972","Yuba City city, California","0.4332","0.0272",
"1600000US0803455","Arvada city, Colorado","0.4126","0.0210",
"1600000US0804000","Aurora city, Colorado","0.4234","0.0164",
"1600000US0807850","Boulder city, Colorado","0.5103","0.0245",
"1600000US0809280","Broomfield city, Colorado","0.4167","0.0412",
"1600000US0812815","Centennial city, Colorado","0.4070","0.0249",
"1600000US0816000","Colorado Springs city, Colorado","0.4423","0.0133",
"1600000US0820000","Denver city, Colorado","0.4927","0.0117",
"1600000US0827425","Fort Collins city, Colorado","0.4642","0.0192",
"1600000US0832155","Greeley city, Colorado","0.4235","0.0212",
"1600000US0836410","Highlands Ranch CDP, Colorado","0.3867","0.0268",
"1600000US0843000","Lakewood city, Colorado","0.4353","0.0290",
"1600000US0845970","Longmont city, Colorado","0.4140","0.0195",
"1600000US0846465","Loveland city, Colorado","0.4231","0.0412",
"1600000US0862000","Pueblo city, Colorado","0.4973","0.0405",
"1600000US0877290","Thornton city, Colorado","0.3781","0.0332",
"1600000US0883835","Westminster city, Colorado","0.4032","0.0188",
"1600000US0908000","Bridgeport city, Connecticut","0.4799","0.0225",
"1600000US0918430","Danbury city, Connecticut","0.4528","0.0507",
"1600000US0937000","Hartford city, Connecticut","0.4910","0.0295",
"1600000US0950370","New Britain city, Connecticut","0.4797","0.0370",
"1600000US0952000","New Haven city, Connecticut","0.5088","0.0240",
"1600000US0955990","Norwalk city, Connecticut","0.4927","0.0349",
"1600000US0973000","Stamford city, Connecticut","0.5198","0.0250",
"1600000US0980000","Waterbury city, Connecticut","0.4821","0.0295",
"1600000US1077580","Wilmington city, Delaware","0.5468","0.0487",
"1600000US1150000","Washington city, District of Columbia","0.5354","0.0156",
"1600000US1200410","Alafaya CDP, Florida","0.3712","0.0376",
"1600000US1207300","Boca Raton city, Florida","0.5515","0.0274",
"1600000US1207875","Boynton Beach city, Florida","0.4165","0.0275",
"1600000US1208150","Brandon CDP, Florida","0.3817","0.0304",
"1600000US1210275","Cape Coral city, Florida","0.4103","0.0238",
"1600000US1212875","Clearwater city, Florida","0.4802","0.0227",
"1600000US1214400","Coral Springs city, Florida","0.4184","0.0225",
"1600000US1216475","Davie town, Florida","0.4836","0.0298",
"1600000US1216725","Deerfield Beach city, Florida","0.4210","0.0359",
"1600000US1217100","Delray Beach city, Florida","0.5128","0.0390",
"1600000US1217200","Deltona city, Florida","0.3901","0.0448",
"1600000US1224000","Fort Lauderdale city, Florida","0.5487","0.0315",
"1600000US1224125","Fort Myers city, Florida","0.4848","0.0323",
"1600000US1225175","Gainesville city, Florida","0.5022","0.0232",
"1600000US1230000","Hialeah city, Florida","0.4843","0.0176",
"1600000US1232000","Hollywood city, Florida","0.4769","0.0253",
"1600000US1232275","Homestead city, Florida","0.4686","0.0428",
"1600000US1235000","Jacksonville city, Florida","0.4643","0.0113",
"1600000US1236100","Kendall CDP, Florida","0.5115","0.0618",
"1600000US1236950","Kissimmee city, Florida","0.4300","0.0306",
"1600000US1238250","Lakeland city, Florida","0.4447","0.0375",
"1600000US1239425","Largo city, Florida","0.5131","0.0622",
"1600000US1239550","Lauderhill city, Florida","0.4392","0.0282",
"1600000US1239925","Lehigh Acres CDP, Florida","0.4126","0.0253",
"1600000US1243975","Melbourne city, Florida","0.4204","0.0314",
"1600000US1245000","Miami city, Florida","0.5762","0.0187",
"1600000US1245025","Miami Beach city, Florida","0.6601","0.0352",
"1600000US1245060","Miami Gardens city, Florida","0.4391","0.0253",
"1600000US1245975","Miramar city, Florida","0.4119","0.0371",
"1600000US1253000","Orlando city, Florida","0.4860","0.0266",
"1600000US1254000","Palm Bay city, Florida","0.3968","0.0245",
"1600000US1254200","Palm Coast city, Florida","0.3743","0.0195",
"1600000US1255775","Pembroke Pines city, Florida","0.4420","0.0272",
"1600000US1256825","Pine Hills CDP, Florida","0.3975","0.0307",
"1600000US1257425","Plantation city, Florida","0.4532","0.0349",
"1600000US1257900","Poinciana CDP, Florida","0.3579","0.0411",
"1600000US1258050","Pompano Beach city, Florida","0.4633","0.0218",
"1600000US1258715","Port St. Lucie city, Florida","0.4044","0.0261",
"1600000US1260950","Riverview CDP, Florida","0.3603","0.0286",
"1600000US1263000","St. Petersburg city, Florida","0.4827","0.0174",
"1600000US1268350","Spring Hill CDP, Florida","0.4087","0.0287",
"1600000US1269700","Sunrise city, Florida","0.3860","0.0272",
"1600000US1270600","Tallahassee city, Florida","0.5140","0.0219",
"1600000US1271000","Tampa city, Florida","0.5412","0.0163",
"1600000US1271625","The Villages CDP, Florida","0.4108","0.0468",
"1600000US1272145","Town 'n' Country CDP, Florida","0.4370","0.0308",
"1600000US1276582","Weston city, Florida","0.4722","0.0459",
"1600000US1276600","West Palm Beach city, Florida","0.5254","0.0442",
"1600000US1301052","Albany city, Georgia","0.4936","0.0313",
"1600000US1303440","Athens-Clarke County unified government (balance), Georgia","0.5477","0.0260",
"1600000US1304000","Atlanta city, Georgia","0.5712","0.0145",
"1600000US1304204","Augusta-Richmond County consolidated government (balance), Georgia","0.4642","0.0190",
"1600000US1319000","Columbus city, Georgia","0.4970","0.0262",
"1600000US1342425","Johns Creek city, Georgia","0.4213","0.0288",
"1600000US1349008","Macon-Bibb County, Georgia","0.5105","0.0276",
"1600000US1367284","Roswell city, Georgia","0.4451","0.0225",
"1600000US1368516","Sandy Springs city, Georgia","0.5425","0.0230",
"1600000US1369000","Savannah city, Georgia","0.4979","0.0299",
"1600000US1380508","Warner Robins city, Georgia","0.4573","0.0547",
"1600000US1571550","Urban Honolulu CDP, Hawaii","0.4588","0.0143",
"1600000US1608830","Boise City city, Idaho","0.4623","0.0175",
"1600000US1652120","Meridian city, Idaho","0.4918","0.0785",
"1600000US1656260","Nampa city, Idaho","0.3873","0.0327",
"1600000US1702154","Arlington Heights village, Illinois","0.4620","0.0558",
"1600000US1703012","Aurora city, Illinois","0.4457","0.0226",
"1600000US1706613","Bloomington city, Illinois","0.5018","0.0381",
"1600000US1707133","Bolingbrook village, Illinois","0.4041","0.0548",
"1600000US1712385","Champaign city, Illinois","0.5443","0.0439",
"1600000US1714000","Chicago city, Illinois","0.5314","0.0059",
"1600000US1714351","Cicero town, Illinois","0.3715","0.0247",
"1600000US1718823","Decatur city, Illinois","0.4788","0.0430",
"1600000US1723074","Elgin city, Illinois","0.4613","0.0370",
"1600000US1724582","Evanston city, Illinois","0.5608","0.0341",
"1600000US1738570","Joliet city, Illinois","0.3971","0.0158",
"1600000US1751622","Naperville city, Illinois","0.4196","0.0188",
"1600000US1757225","Palatine village, Illinois","0.4330","0.0395",
"1600000US1759000","Peoria city, Illinois","0.5237","0.0356",
"1600000US1765000","Rockford city, Illinois","0.4645","0.0359",
"1600000US1768003","Schaumburg village, Illinois","0.3731","0.0289",
"1600000US1770122","Skokie village, Illinois","0.4611","0.0436",
"1600000US1772000","Springfield city, Illinois","0.5004","0.0309",
"1600000US1779293","Waukegan city, Illinois","0.4385","0.0398",
"1600000US1805860","Bloomington city, Indiana","0.5499","0.0246",
"1600000US1810342","Carmel city, Indiana","0.4640","0.0321",
"1600000US1822000","Evansville city, Indiana","0.4333","0.0209",
"1600000US1823278","Fishers town, Indiana","0.4281","0.0483",
"1600000US1825000","Fort Wayne city, Indiana","0.4583","0.0261",
"1600000US1827000","Gary city, Indiana","0.4720","0.0285",
"1600000US1831000","Hammond city, Indiana","0.4239","0.0236",
"1600000US1836003","Indianapolis city (balance), Indiana","0.4817","0.0120",
"1600000US1840788","Lafayette city, Indiana","0.4032","0.0251",
"1600000US1851876","Muncie city, Indiana","0.4314","0.0256",
"1600000US1871000","South Bend city, Indiana","0.4415","0.0230",
"1600000US1901855","Ames city, Iowa","0.5178","0.0406",
"1600000US1912000","Cedar Rapids city, Iowa","0.4596","0.0325",
"1600000US1919000","Davenport city, Iowa","0.4361","0.0262",
"1600000US1921000","Des Moines city, Iowa","0.4692","0.0243",
"1600000US1938595","Iowa City city, Iowa","0.4882","0.0250",
"1600000US1973335","Sioux City city, Iowa","0.4455","0.0383",
"1600000US1982425","Waterloo city, Iowa","0.4509","0.0297",
"1600000US2036000","Kansas City city, Kansas","0.4277","0.0212",
"1600000US2038900","Lawrence city, Kansas","0.4909","0.0263",
"1600000US2052575","Olathe city, Kansas","0.4344","0.0346",
"1600000US2053775","Overland Park city, Kansas","0.4226","0.0170",
"1600000US2064500","Shawnee city, Kansas","0.4185","0.0365",
"1600000US2071000","Topeka city, Kansas","0.4534","0.0254",
"1600000US2079000","Wichita city, Kansas","0.4748","0.0138",
"1600000US2146027","Lexington-Fayette urban county, Kentucky","0.5052","0.0214",
"1600000US2148006","Louisville/Jefferson County metro government (balance), Kentucky","0.4762","0.0122",
"1600000US2205000","Baton Rouge city, Louisiana","0.5049","0.0194",
"1600000US2208920","Bossier City city, Louisiana","0.4370","0.0349",
"1600000US2239475","Kenner city, Louisiana","0.4771","0.0334",
"1600000US2240735","Lafayette city, Louisiana","0.5513","0.0279",
"1600000US2241155","Lake Charles city, Louisiana","0.5082","0.0355",
"1600000US2250115","Metairie CDP, Louisiana","0.4388","0.0169",
"1600000US2255000","New Orleans city, Louisiana","0.5636","0.0144",
"1600000US2270000","Shreveport city, Louisiana","0.5066","0.0245",
"1600000US2360545","Portland city, Maine","0.4685","0.0219",
"1600000US2404000","Baltimore city, Maryland","0.5192","0.0119",
"1600000US2419125","Columbia CDP, Maryland","0.3653","0.0212",
"1600000US2426000","Ellicott City CDP, Maryland","0.3858","0.0244",
"1600000US2430325","Frederick city, Maryland","0.3912","0.0189",
"1600000US2431175","Gaithersburg city, Maryland","0.4144","0.0247",
"1600000US2432025","Germantown CDP, Maryland","0.4084","0.0330",
"1600000US2432650","Glen Burnie CDP, Maryland","0.3699","0.0315",
"1600000US2467675","Rockville city, Maryland","0.4396","0.0336",
"1600000US2472450","Silver Spring CDP, Maryland","0.4499","0.0308",
"1600000US2481175","Waldorf CDP, Maryland","0.3466","0.0256",
"1600000US2507000","Boston city, Massachusetts","0.5455","0.0155",
"1600000US2509000","Brockton city, Massachusetts","0.4453","0.0261",
"1600000US2511000","Cambridge city, Massachusetts","0.5080","0.0261",
"1600000US2523000","Fall River city, Massachusetts","0.4654","0.0233",
"1600000US2524960","Framingham CDP, Massachusetts","0.4656","0.0301",
"1600000US2534550","Lawrence city, Massachusetts","0.4503","0.0259",
"1600000US2537000","Lowell city, Massachusetts","0.4457","0.0241",
"1600000US2537490","Lynn city, Massachusetts","0.4557","0.0175",
"1600000US2545000","New Bedford city, Massachusetts","0.4706","0.0341",
"1600000US2545560","Newton city, Massachusetts","0.4928","0.0260",
"1600000US2555745","Quincy city, Massachusetts","0.4568","0.0288",
"1600000US2562535","Somerville city, Massachusetts","0.3940","0.0221",
"1600000US2567000","Springfield city, Massachusetts","0.4865","0.0284",
"1600000US2582000","Worcester city, Massachusetts","0.5101","0.0223",
"1600000US2603000","Ann Arbor city, Michigan","0.4944","0.0188",
"1600000US2621000","Dearborn city, Michigan","0.4682","0.0373",
"1600000US2622000","Detroit city, Michigan","0.5172","0.0141",
"1600000US2627440","Farmington Hills city, Michigan","0.4414","0.0288",
"1600000US2629000","Flint city, Michigan","0.4918","0.0368",
"1600000US2634000","Grand Rapids city, Michigan","0.4435","0.0209",
"1600000US2642160","Kalamazoo city, Michigan","0.5157","0.0354",
"1600000US2646000","Lansing city, Michigan","0.4501","0.0680",
"1600000US2649000","Livonia city, Michigan","0.4032","0.0240",
"1600000US2669035","Rochester Hills city, Michigan","0.4567","0.0315",
"1600000US2674900","Southfield city, Michigan","0.4384","0.0257",
"1600000US2676460","Sterling Heights city, Michigan","0.4038","0.0221",
"1600000US2680700","Troy city, Michigan","0.4110","0.0195",
"1600000US2684000","Warren city, Michigan","0.4318","0.0275",
"1600000US2686000","Westland city, Michigan","0.4663","0.0571",
"1600000US2688940","Wyoming city, Michigan","0.4852","0.0637",
"1600000US2706616","Bloomington city, Minnesota","0.3965","0.0240",
"1600000US2707966","Brooklyn Park city, Minnesota","0.4189","0.0425",
"1600000US2717000","Duluth city, Minnesota","0.4590","0.0250",
"1600000US2717288","Eagan city, Minnesota","0.4365","0.0278",
"1600000US2740166","Maple Grove city, Minnesota","0.3779","0.0304",
"1600000US2743000","Minneapolis city, Minnesota","0.5064","0.0166",
"1600000US2751730","Plymouth city, Minnesota","0.4415","0.0319",
"1600000US2754880","Rochester city, Minnesota","0.4771","0.0242",
"1600000US2756896","St. Cloud city, Minnesota","0.4524","0.0495",
"1600000US2758000","St. Paul city, Minnesota","0.4700","0.0173",
"1600000US2771428","Woodbury city, Minnesota","0.4191","0.0371",
"1600000US2829700","Gulfport city, Mississippi","0.4956","0.0372",
"1600000US2836000","Jackson city, Mississippi","0.5032","0.0235",
"1600000US2915670","Columbia city, Missouri","0.5264","0.0285",
"1600000US2935000","Independence city, Missouri","0.4568","0.0365",
"1600000US2938000","Kansas City city, Missouri","0.4749","0.0156",
"1600000US2941348","Lee's Summit city, Missouri","0.4022","0.0233",
"1600000US2954074","O'Fallon city, Missouri","0.3744","0.0362",
"1600000US2964082","St. Charles city, Missouri","0.4179","0.0179",
"1600000US2964550","St. Joseph city, Missouri","0.4205","0.0331",
"1600000US2965000","St. Louis city, Missouri","0.5099","0.0172",
"1600000US2970000","Springfield city, Missouri","0.4656","0.0203",
"1600000US3006550","Billings city, Montana","0.4346","0.0273",
"1600000US3050200","Missoula city, Montana","0.4892","0.0293",
"1600000US3128000","Lincoln city, Nebraska","0.4447","0.0170",
"1600000US3137000","Omaha city, Nebraska","0.4796","0.0123",
"1600000US3223770","Enterprise CDP, Nevada","0.4132","0.0238",
"1600000US3231900","Henderson city, Nevada","0.4525","0.0197",
"1600000US3240000","Las Vegas city, Nevada","0.4744","0.0160",
"1600000US3251800","North Las Vegas city, Nevada","0.3940","0.0183",
"1600000US3254600","Paradise CDP, Nevada","0.4655","0.0183",
"1600000US3260600","Reno city, Nevada","0.4589","0.0235",
"1600000US3268400","Sparks city, Nevada","0.4125","0.0309",
"1600000US3268585","Spring Valley CDP, Nevada","0.4379","0.0247",
"1600000US3271400","Sunrise Manor CDP, Nevada","0.4505","0.0413",
"1600000US3345140","Manchester city, New Hampshire","0.4214","0.0179",
"1600000US3350260","Nashua city, New Hampshire","0.4253","0.0253",
"1600000US3403580","Bayonne city, New Jersey","0.4698","0.0325",
"1600000US3410000","Camden city, New Jersey","0.4994","0.0281",
"1600000US3413690","Clifton city, New Jersey","0.4142","0.0268",
"1600000US3419390","East Orange city, New Jersey","0.4735","0.0385",
"1600000US3421000","Elizabeth city, New Jersey","0.4182","0.0195",
"1600000US3436000","Jersey City city, New Jersey","0.5204","0.0173",
"1600000US3451000","Newark city, New Jersey","0.5028","0.0222",
"1600000US3456550","Passaic city, New Jersey","0.5196","0.0378",
"1600000US3457000","Paterson city, New Jersey","0.4970","0.0259",
"1600000US3473110","Toms River CDP, New Jersey","0.4487","0.0426",
"1600000US3474000","Trenton city, New Jersey","0.4794","0.0265",
"1600000US3474630","Union City city, New Jersey","0.4095","0.0233",
"1600000US3502000","Albuquerque city, New Mexico","0.4778","0.0172",
"1600000US3539380","Las Cruces city, New Mexico","0.4790","0.0525",
"1600000US3563460","Rio Rancho city, New Mexico","0.3976","0.0413",
"1600000US3570500","Santa Fe city, New Mexico","0.4599","0.0259",
"1600000US3601000","Albany city, New York","0.5276","0.0515",
"1600000US3608026","Brentwood CDP, New York","0.3638","0.0323",
"1600000US3611000","Buffalo city, New York","0.5018","0.0184",
"1600000US3615000","Cheektowaga CDP, New York","0.3901","0.0243",
"1600000US3649121","Mount Vernon city, New York","0.4885","0.0375",
"1600000US3650617","New Rochelle city, New York","0.5082","0.0353",
"1600000US3651000","New York city, New York","0.5514","0.0051",
"1600000US3663000","Rochester city, New York","0.4657","0.0148",
"1600000US3665508","Schenectady city, New York","0.4155","0.0269",
"1600000US3673000","Syracuse city, New York","0.5209","0.0278",
"1600000US3684000","Yonkers city, New York","0.5050","0.0200",
"1600000US3702140","Asheville city, North Carolina","0.4555","0.0367",
"1600000US3710740","Cary town, North Carolina","0.4016","0.0205",
"1600000US3712000","Charlotte city, North Carolina","0.4964","0.0095",
"1600000US3714100","Concord city, North Carolina","0.4338","0.0261",
"1600000US3719000","Durham city, North Carolina","0.4721","0.0229",
"1600000US3722920","Fayetteville city, North Carolina","0.4551","0.0272",
"1600000US3725580","Gastonia city, North Carolina","0.4667","0.0316",
"1600000US3728000","Greensboro city, North Carolina","0.4896","0.0189",
"1600000US3728080","Greenville city, North Carolina","0.5492","0.0348",
"1600000US3731400","High Point city, North Carolina","0.5017","0.0389",
"1600000US3734200","Jacksonville city, North Carolina","0.4029","0.0415",
"1600000US3755000","Raleigh city, North Carolina","0.4744","0.0143",
"1600000US3774440","Wilmington city, North Carolina","0.5100","0.0265",
"1600000US3775000","Winston-Salem city, North Carolina","0.5291","0.0291",
"1600000US3807200","Bismarck city, North Dakota","0.4592","0.0314",
"1600000US3825700","Fargo city, North Dakota","0.4810","0.0244",
"1600000US3901000","Akron city, Ohio","0.4882","0.0288",
"1600000US3912000","Canton city, Ohio","0.4544","0.0227",
"1600000US3915000","Cincinnati city, Ohio","0.5407","0.0168",
"1600000US3916000","Cleveland city, Ohio","0.4891","0.0137",
"1600000US3918000","Columbus city, Ohio","0.4421","0.0093",
"1600000US3921000","Dayton city, Ohio","0.4739","0.0178",
"1600000US3944856","Lorain city, Ohio","0.4288","0.0259",
"1600000US3961000","Parma city, Ohio","0.3784","0.0276",
"1600000US3977000","Toledo city, Ohio","0.4738","0.0218",
"1600000US3988000","Youngstown city, Ohio","0.4991","0.0564",
"1600000US4009050","Broken Arrow city, Oklahoma","0.4060","0.0301",
"1600000US4023200","Edmond city, Oklahoma","0.5028","0.0422",
